FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
11/06/2018;DE 2:00 A 2:59;LUNES;RETIRO                        ;PASEO DEL PRADO NUM                                                                                 ;13;2018/5912;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
12/06/2018;DE 15:00 A 15:59;MARTES;ARGANZUELA                    ;CALLE DE MENDEZ ALVARO NUM                                                                          ;9;2018/6011;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
13/06/2018;DE 00:00 A 00:59;MIERCOLES;CENTRO                        ;CALLE DE BEATRIZ GALINDO NUM                                                                        ;4;2018/6578;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
13/06/2018;DE 00:00 A 00:59;MIERCOLES;CENTRO                        ;CALLE DE BEATRIZ GALINDO NUM                                                                        ;4;2018/6578;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
13/06/2018;DE 4:00 A 4:59;MIERCOLES;CHAMBERI                      ;CALLE DE DONOSO CORTES - CALLE DE MAGALLANES                                                        ;0;2018/5991;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 18 A 20 AÑOS
13/06/2018;DE 18:00 A 18:59;MIERCOLES;CHAMBERI                      ;PASEO DE LA CASTELLANA - PLAZA DEL DOCTOR MARAÑON                                                   ;0;2018/6064;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 21 A 24 AÑOS
14/06/2018;DE 14:00 A 14:59;JUEVES;TETUAN                        ;CALLE DE PALENCIA - CALLE DE SAN ANTONIO                                                            ;0;2018/6199;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE MAS DE 74 AÑOS 
14/06/2018;DE 17:00 A 17:59;JUEVES;CENTRO                        ;GRAN VIA DE SAN FRANCISCO NUM                                                                       ;5;2018/6507;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
14/06/2018;DE 17:00 A 17:59;JUEVES;CHAMARTIN                     ;CALLE DE CORAZON DE MARIA NUM                                                                       ;15;2018/6104;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
15/06/2018;DE 3:00 A 3:59;VIERNES;CENTRO                        ;CALLE DE ALCALA - PLAZA DE CIBELES                                                                  ;0;2018/6076;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 25 A 29 AÑOS
15/06/2018;DE 14:00 A 14:59;VIERNES;LATINA                        ;CARRETERA DEL BARRIO DE LA FORTUNA NUM                                                              ;8;2018/6189;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
16/06/2018;DE 7:00 A 7:59;SABADO;VICALVARO                     ;CALLE DE RIVAS NUM                                                                                  ;5;2018/6148;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
16/06/2018;DE 7:00 A 7:59;SABADO;VICALVARO                     ;CALLE DE RIVAS NUM                                                                                  ;5;2018/6148;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
16/06/2018;DE 22:00 A 22:59;SABADO;PUENTE DE VALLECAS            ;CALLE DE LOS LEONESES NUM                                                                           ;6;2018/6677;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 55 A 59 AÑOS
17/06/2018;DE 9:00 A 9:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE ARROYOFRESNO NUM                                                                           ;25;2018/6192;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
17/06/2018;DE 9:00 A 9:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE ARROYOFRESNO NUM                                                                           ;25;2018/6192;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
17/06/2018;DE 13:00 A 13:59;DOMINGO;RETIRO                        ;AVENIDA DE LA CIUDAD DE BARCELONA NUM                                                               ;57;2018/6177;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
18/06/2018;DE 13:00 A 13:59;LUNES;CENTRO                        ;CALLE DE LA RIBERA DE CURTIDORES NUM                                                                ;27;2018/6223;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
18/06/2018;DE 18:00 A 18:59;LUNES;ARGANZUELA                    ;PASEO DE LAS ACACIAS NUM                                                                            ;50;2018/6237;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
18/06/2018;DE 18:00 A 18:59;LUNES;FUENCARRAL-EL PARDO           ;CALLE DE SINESIO DELGADO NUM                                                                        ;32;2018/6242;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
18/06/2018;DE 19:00 A 19:59;LUNES;CENTRO                        ;CALLE DE LA RIBERA DE CURTIDORES NUM                                                                ;25;2018/6214;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
18/06/2018;DE 19:00 A 19:59;LUNES;SALAMANCA                     ;CALLE DE VITRUVIO - PASEO DE LA CASTELLANA                                                          ;0;2018/6239;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
18/06/2018;DE 20:00 A 20:59;LUNES;CARABANCHEL                   ;PUENTE DE SAN ISIDRO                                                                                ;0;2018/6343;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
18/06/2018;DE 20:00 A 20:59;LUNES;RETIRO                        ;PASEO DE URUGUAY - PASEO DEL FERNAN NUÑEZ                                                           ;0;2018/6241;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 55 A 59 AÑOS
19/06/2018;DE 12:00 A 12:59;MARTES;TETUAN                        ;CALLE DE OFELIA NIETO NUM                                                                           ;64;2018/6321;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
19/06/2018;DE 14:00 A 14:59;MARTES;SALAMANCA                     ;CALLE DE ALCALA NUM                                                                                 ;217;2018/6266;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
19/06/2018;DE 17:00 A 17:59;MARTES;TETUAN                        ;PLAZA DE CASTILLA NUM                                                                               ;1;2018/6258;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
19/06/2018;DE 18:00 A 18:59;MARTES;VILLAVERDE                    ;CALLE DE EL BERRUECO - CALLE DE LA ACEBEDA                                                          ;0;2018/6259;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
19/06/2018;DE 19:00 A 19:59;MARTES;CENTRO                        ;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;2018/6628;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
19/06/2018;DE 19:00 A 19:59;MARTES;CENTRO                        ;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;0;2018/6628;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;3;COLISIÓN DOBLE                          ;BICICLETA                               ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
19/06/2018;DE 21:00 A 21:59;MARTES;MONCLOA-ARAVACA               ;CAMINO DE VALDEZA - CARRETERA DE LA CIUDAD UNIVERSITARIA                                            ;0;2018/6296;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 21 A 24 AÑOS
19/06/2018;DE 21:00 A 21:59;MARTES;MONCLOA-ARAVACA               ;CAMINO DE VALDEZA - CARRETERA DE LA CIUDAD UNIVERSITARIA                                            ;0;2018/6296;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
20/06/2018;DE 11:00 A 11:59;MIERCOLES;CENTRO                        ;CALLE DE BARBARA DE BRAGANZA - PASEO DE RECOLETOS                                                   ;0;2018/6755;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
20/06/2018;DE 19:00 A 19:59;MIERCOLES;CENTRO                        ;CALLE  MAYOR - CALLE DEL SIETE DE JULIO                                                             ;0;2018/6331;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
20/06/2018;DE 20:00 A 20:59;MIERCOLES;CIUDAD LINEAL                 ;CALLE DE LA VIRGEN DEL PORTILLO NUM                                                                 ;35;2018/6503;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
21/06/2018;DE 15:00 A 15:59;JUEVES;ARGANZUELA                    ;CALLE DE LA BATALLA DEL SALADO - CALLE DEL GENERAL PALANCA                                          ;0;2018/6388;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
21/06/2018;DE 18:00 A 18:59;JUEVES;BARAJAS                       ;PARQUE DE JUAN CARLOS I NUM                                                                         ;1;2018/6353;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
21/06/2018;DE 22:00 A 22:59;JUEVES;LATINA                        ;CALLE DE LA ALHAMBRA - PLAZA DE ACHICORIA                                                           ;0;2018/6390;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
23/06/2018;DE 11:00 A 11:59;SABADO;LATINA                        ;PASEO DEL MARQUES DE MONISTROL NUM                                                                  ;5;2018/6434;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
24/06/2018;DE 10:00 A 10:59;DOMINGO;CENTRO                        ;CALLE DE GENOVA - CALLE DEL MARQUES DE LA ENSENADA                                                  ;0;2018/6577;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
25/06/2018;DE 10:00 A 10:59;LUNES;ARGANZUELA                    ;CALLE DE DELICIAS NUM                                                                               ;26;2018/6567;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
25/06/2018;DE 10:00 A 10:59;LUNES;SALAMANCA                     ;PASEO DE LA CASTELLANA NUM                                                                          ;66;2018/6787;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
25/06/2018;DE 14:00 A 14:59;LUNES;BARAJAS                       ;CALLE DEL BATEL NUM                                                                                 ;8;2018/6453;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
